DAS,ET0_2019
124.333333,0.6168
124.375,0.6336
124.416667,1.2
124.458333,1.428
124.5,1.4832
124.541667,1.4016
124.583333,0.9936
124.625,0.6888
124.666667,0.504
124.708333,0.36
124.75,0.372
124.791667,0.1944
124.833333,0.1152
124.875,0.0552
124.916667,0.0336
124.958333,0.0216
125,0.0072
125.041667,0.0024
125.083333,0
125.125,0
125.166667,0
125.208333,0
125.25,0.0528
125.291667,0.2904
125.333333,0.5952
125.375,0.8496
125.416667,0.9552
125.458333,1.2792
125.5,1.4688
125.541667,1.5168
125.583333,1.1808
125.625,0.5568
125.666667,0.468
125.708333,0.2448
125.75,0.1464
125.791667,0.1248
125.833333,0.0528
125.875,0.0576
125.916667,0.0432
125.958333,0.0336
126,0.0096
126.041667,0
126.083333,0
126.125,0
126.166667,0
126.208333,0
126.25,0.0552
126.291667,0.3144
126.333333,0.4824
126.375,0.9216
126.416667,0.8928
126.458333,1.2072
126.5,1.1856
126.541667,0.9168
126.583333,0.7224
126.625,0.2136
126.666667,0.2256
126.708333,0.2136
126.75,0.036
126.791667,0.0144
126.833333,0
126.875,0
126.916667,0
126.958333,0.0504
127,0.0072
127.041667,0
127.083333,0
127.125,0
127.166667,0
127.208333,0
127.25,0.0816
127.291667,0.3336
127.333333,0.4512
127.375,0.2352
127.416667,0.6072
127.458333,1.02
127.5,1.3032
127.541667,1.2552
127.583333,1.1424
127.625,0.576
127.666667,0.4464
127.708333,0.2304
127.75,0.0816
127.791667,0.0048
127.833333,0
127.875,0
127.916667,0
127.958333,0
128,0
128.041667,0
128.083333,0
128.125,0
128.166667,0
128.208333,0
128.25,0.048
128.291667,0.3072
128.333333,0.5952
128.375,0.8928
128.416667,1.1208
128.458333,1.2504
128.5,1.3272
128.541667,1.2912
128.583333,1.2
128.625,0.408
128.666667,0.2136
128.708333,0.2592
128.75,0.1224
128.791667,0.0096
128.833333,0.0048
128.875,0.0168
128.916667,0.048
128.958333,0.0168
129,0.0072
129.041667,0
129.083333,0
129.125,0
129.166667,0
129.208333,0
129.25,0.0264
129.291667,0.2832
129.333333,0.6048
129.375,0.9384
129.416667,1.236
129.458333,1.3896
129.5,1.644
129.541667,1.596
129.583333,1.5504
129.625,0.7752
129.666667,0.648
129.708333,0.5184
129.75,0.288
129.791667,0.1872
129.833333,0.1944
129.875,0.1488
129.916667,0.1104
129.958333,0.0624
130,0.0576
130.041667,0.0024
130.083333,0
130.125,0
130.166667,0
130.208333,0
130.25,0.1824
130.291667,0.396
130.333333,0.6936
130.375,0.9096
130.416667,0.948
130.458333,0.5832
130.5,0.3408
130.541667,0.792
130.583333,0.8568
130.625,0.3144
130.666667,0.2976
130.708333,0.2376
130.75,0.1776
130.791667,0.1464
130.833333,0.1128
130.875,0.0552
130.916667,0.024
130.958333,0.0312
131,0.036
131.041667,0.0336
131.083333,0.0768
131.125,0.0576
131.166667,0.0528
131.208333,0
131.25,0.024
131.291667,0.2928
131.333333,0.6
131.375,0.864
131.416667,0.8496
131.458333,0.7872
131.5,0.8832
131.541667,0.8928
131.583333,0.9768
131.625,0.4464
131.666667,0.42
131.708333,0.3312
131.75,0.1704
131.791667,0.0456
131.833333,0.048
131.875,0.0408
131.916667,0.0168
131.958333,0.0168
132,0
132.041667,0
132.083333,0
132.125,0.0456
132.166667,0
132.208333,0
132.25,0.0816
132.291667,0.2448
132.333333,0.6576
132.375,0.9792
132.416667,1.0824
132.458333,1.0416
132.5,0.972
132.541667,0.864
132.583333,0.7464
132.625,0.3792
132.666667,0.3384
132.708333,0.3048
132.75,0.2064
132.791667,0.144
132.833333,0.036
132.875,0
132.916667,0
132.958333,0.0024
133,0
133.041667,0
133.083333,0
133.125,0
133.166667,0
133.208333,0
133.25,0.0072
133.291667,0.2664
133.333333,0.5904
133.375,0.9072
133.416667,1.1448
133.458333,1.3968
133.5,1.4064
133.541667,1.4664
133.583333,1.428
133.625,0.684
133.666667,0.5664
133.708333,0.4632
133.75,0.2712
133.791667,0.1656
133.833333,0.0936
133.875,0.0672
133.916667,0.1344
133.958333,0.0936
134,0.0744
134.041667,0.0168
134.083333,0
134.125,0
134.166667,0
134.208333,0
134.25,0
134.291667,0.1824
134.333333,0.6096
134.375,0.9
134.416667,1.068
134.458333,0.924
134.5,0.864
134.541667,1.0272
134.583333,0.9192
134.625,0.42
134.666667,0.3168
134.708333,0.2808
134.75,0.1968
134.791667,0.1704
134.833333,0.132
134.875,0.0888
134.916667,0.0744
134.958333,0.0024
135,0.0024
135.041667,0
135.083333,0.0456
135.125,0.0408
135.166667,0
135.208333,0
135.25,0.0072
135.291667,0.2208
135.333333,0.48
135.375,0.72
135.416667,0.96
135.458333,1.0944
135.5,1.1304
135.541667,1.0824
135.583333,1.0104
135.625,0.4728
135.666667,0.3888
135.708333,0.2616
135.75,0.108
135.791667,0.0288
135.833333,0.012
135.875,0
135.916667,0
135.958333,0
136,0
136.041667,0
136.083333,0
136.125,0
136.166667,0
136.208333,0
136.25,0
136.291667,0.1296
136.333333,0.2352
136.375,0.444
136.416667,0.6696
136.458333,0.8304
136.5,0.9336
136.541667,0.7776
136.583333,0.7056
136.625,0.264
136.666667,0.2208
136.708333,0.1608
136.75,0.0912
136.791667,0.0336
136.833333,0
136.875,0
136.916667,0
136.958333,0
137,0
137.041667,0
137.083333,0
137.125,0
137.166667,0
137.208333,0
137.25,0
137.291667,0.1848
137.333333,0.2616
137.375,0.2904
137.416667,0.36
137.458333,0.7584
137.5,0.756
137.541667,0.7056
137.583333,0.5928
137.625,0.2424
137.666667,0.1392
137.708333,0.156
137.75,0.0888
137.791667,0.036
137.833333,0.0096
137.875,0
137.916667,0
137.958333,0
138,0
138.041667,0
138.083333,0
138.125,0
138.166667,0
138.208333,0
138.25,0
138.291667,0.0528
138.333333,0.0744
138.375,0.0864
138.416667,0.1008
138.458333,0.1104
138.5,0.0912
138.541667,0.06
138.583333,0.1056
138.625,0.0192
138.666667,0.0144
138.708333,0.0072
138.75,0
138.791667,0
138.833333,0
138.875,0
138.916667,0.0024
138.958333,0.0024
139,0.0048
139.041667,0.0072
139.083333,0.06
139.125,0
139.166667,0
139.208333,0
139.25,0.0024
139.291667,0.2064
139.333333,0.4416
139.375,0.6528
139.416667,0.876
139.458333,1.044
139.5,0.6648
139.541667,0.8256
139.583333,0.8256
139.625,0.3408
139.666667,0.2736
139.708333,0.1704
139.75,0.0504
139.791667,0
139.833333,0
139.875,0
139.916667,0
139.958333,0.012
140,0
140.041667,0
140.083333,0.0408
140.125,0.0408
140.166667,0.0384
140.208333,0
140.25,0
140.291667,0.192
140.333333,0.4296
140.375,0.6864
140.416667,0.9456
140.458333,1.1016
140.5,1.2216
140.541667,1.1808
140.583333,1.1136
140.625,0.4512
140.666667,0.3984
140.708333,0.3192
140.75,0.1848
140.791667,0.1296
140.833333,0.084
140.875,0.0888
140.916667,0.1008
140.958333,0.1032
141,0.0696
141.041667,0.0456
141.083333,0
141.125,0
141.166667,0
141.208333,0
141.25,0
141.291667,0.1464
141.333333,0.252
141.375,0.4056
141.416667,0.6216
141.458333,0.852
141.5,0.5544
141.541667,0.888
141.583333,0.8376
141.625,0.396
141.666667,0.2928
141.708333,0.2376
141.75,0.156
141.791667,0.1008
141.833333,0.0816
141.875,0.06
141.916667,0.0336
141.958333,0.0216
142,0.0048
142.041667,0.012
142.083333,0.0792
142.125,0
142.166667,0
142.208333,0
142.25,0
142.291667,0.1536
142.333333,0.324
142.375,0.3792
142.416667,0.5376
142.458333,0.612
142.5,0.7896
142.541667,0.756
142.583333,0.2592
142.625,0.1368
142.666667,0.1584
142.708333,0.156
142.75,0.1176
142.791667,0.0648
142.833333,0.084
142.875,0.1176
142.916667,0.084
142.958333,0.108
143,0.0888
143.041667,0.0768
143.083333,0.0024
143.125,0
143.166667,0.0648
143.208333,0
143.25,0
143.291667,0.1872
143.333333,0.4272
143.375,0.6456
143.416667,0.8424
143.458333,0.6288
143.5,0.9672
143.541667,0.8376
143.583333,0.8232
143.625,0.3864
143.666667,0.2688
143.708333,0.1008
143.75,0.0288
143.791667,0.036
143.833333,0
143.875,0
143.916667,0
143.958333,0
144,0
144.041667,0
144.083333,0
144.125,0
144.166667,0.0384
144.208333,0
144.25,0.0192
144.291667,0.18
144.333333,0.504
144.375,0.8256
144.416667,1.056
144.458333,0.9984
144.5,1.0752
144.541667,1.0896
144.583333,1.0704
144.625,0.4704
144.666667,0.3624
144.708333,0.288
144.75,0.1224
144.791667,0.144
144.833333,0.2352
144.875,0.1512
144.916667,0.12
144.958333,0.1224
145,0.0264
145.041667,0.0216
145.083333,0
145.125,0
145.166667,0
145.208333,0
145.25,0
145.291667,0.0912
145.333333,0.1776
145.375,0.2448
145.416667,0.2448
145.458333,0.2712
145.5,0.1896
145.541667,0.1368
145.583333,0.0912
145.625,0.0192
145.666667,0.0048
145.708333,0
145.75,0
145.791667,0
145.833333,0
145.875,0
145.916667,0
145.958333,0
146,0
146.041667,0
146.083333,0
146.125,0.048
146.166667,0
146.208333,0
146.25,0
146.291667,0.1608
146.333333,0.4032
146.375,0.6168
146.416667,0.7296
146.458333,0.7944
146.5,0.924
146.541667,0.8232
146.583333,0.5808
146.625,0.072
146.666667,0.1104
146.708333,0.1104
146.75,0.0696
146.791667,0.0672
146.833333,0.0336
146.875,0.048
146.916667,0.0624
146.958333,0.06
147,0.0504
147.041667,0.0192
147.083333,0.0672
147.125,0.06
147.166667,0.0504
147.208333,0
147.25,0
147.291667,0.12
147.333333,0.2328
147.375,0.468
147.416667,0.3648
147.458333,0.6
147.5,0.5592
147.541667,0.8568
147.583333,0.72
147.625,0.252
147.666667,0.264
147.708333,0.1776
147.75,0.1248
147.791667,0.0672
147.833333,0.0456
147.875,0.0552
147.916667,0.048
147.958333,0.012
148,0.0024
148.041667,0.0024
148.083333,0.06
148.125,0.06
148.166667,0
148.208333,0
148.25,0
148.291667,0.0696
148.333333,0.252
148.375,0.4416
148.416667,0.4848
148.458333,0.516
148.5,0.5136
148.541667,0.6744
148.583333,0.5544
148.625,0.276
148.666667,0.2688
148.708333,0.2016
148.75,0.0816
148.791667,0.0168
148.833333,0.0168
148.875,0.024
148.916667,0.0144
148.958333,0.0096
149,0.0096
149.041667,0.0072
149.083333,0
149.125,0.0528
149.166667,0.0504
149.208333,0
149.25,0
149.291667,0.1416
149.333333,0.3648
149.375,0.5616
149.416667,0.6072
149.458333,0.816
149.5,0.9072
149.541667,0.852
149.583333,0.7248
149.625,0.3456
149.666667,0.2448
149.708333,0.12
149.75,0.0264
149.791667,0
149.833333,0
149.875,0
149.916667,0
149.958333,0
150,0
150.041667,0
150.083333,0
150.125,0
150.166667,0
150.208333,0
150.25,0
150.291667,0.1296
150.333333,0.3528
150.375,0.612
150.416667,0.8184
150.458333,0.9744
150.5,1.0392
150.541667,1.0104
150.583333,0.9
150.625,0.4248
150.666667,0.3312
150.708333,0.2088
150.75,0.0696
150.791667,0.048
150.833333,0.0192
150.875,0.0264
150.916667,0
150.958333,0
151,0
151.041667,0
151.083333,0.0408
151.125,0
151.166667,0.0384
151.208333,0
151.25,0
151.291667,0.1272
151.333333,0.36
151.375,0.6168
151.416667,0.8544
151.458333,1.0272
151.5,1.08
151.541667,1.1112
151.583333,1.0008
151.625,0.4392
151.666667,0.372
151.708333,0.2736
151.75,0.156
151.791667,0.1296
151.833333,0.0768
151.875,0.024
151.916667,0.012
151.958333,0
152,0
152.041667,0
152.083333,0
152.125,0
152.166667,0
152.208333,0
152.25,0
152.291667,0.0408
152.333333,0.2592
152.375,0.5112
152.416667,0.72
152.458333,0.8928
152.5,0.7896
152.541667,0.5064
152.583333,0.4968
152.625,0.1248
152.666667,0.0744
152.708333,0.0408
152.75,0.0288
152.791667,0.0072
152.833333,0.0072
152.875,0.0216
152.916667,0
152.958333,0
153,0
153.041667,0
153.083333,0
153.125,0
153.166667,0
153.208333,0
153.25,0
153.291667,0.0432
153.333333,0.156
153.375,0.4368
153.416667,0.6984
153.458333,0.5016
153.5,0.9048
153.541667,0.9072
153.583333,0.7296
153.625,0.24
153.666667,0.1752
153.708333,0.0936
153.75,0.1128
153.791667,0.1008
153.833333,0.0576
153.875,0.0408
153.916667,0
153.958333,0
154,0.0048
154.041667,0
154.083333,0
154.125,0
154.166667,0.036
154.208333,0
154.25,0
154.291667,0.0504
154.333333,0.1296
154.375,0.18
154.416667,0.1608
154.458333,0.2544
154.5,0.3432
154.541667,0.3384
154.583333,0.2616
154.625,0.0744
154.666667,0.0768
154.708333,0.0288
154.75,0.0024
154.791667,0.0216
154.833333,0.0024
154.875,0.0048
154.916667,0
154.958333,0
155,0
155.041667,0
155.083333,0
155.125,0
155.166667,0
155.208333,0
155.25,0
155.291667,0.0384
155.333333,0.1656
155.375,0.504
155.416667,0.6888
155.458333,0.7632
155.5,0.9312
155.541667,0.648
155.583333,0.624
155.625,0.216
155.666667,0.1416
155.708333,0.1128
155.75,0.0528
155.791667,0
155.833333,0
155.875,0
155.916667,0
155.958333,0
156,0.0024
156.041667,0.0048
156.083333,0
156.125,0
156.166667,0
156.208333,0
156.25,0
156.291667,0.1032
156.333333,0.1824
156.375,0.1248
156.416667,0.1536
156.458333,0.1584
156.5,0.168
156.541667,0.2544
156.583333,0.1776
156.625,0.0936
156.666667,0.144
156.708333,0.0696
156.75,0.0144
156.791667,0.0024
156.833333,0.0072
156.875,0.012
156.916667,0.0096
156.958333,0.0192
157,0.0168
