DAS,L_WT,L_RTH3,S_WT,S_RTH3
32,0.0049863835460681,0.0364825158976327,0.0603670222900114,0.0362777508673357
33,0.00578261879161366,0.0400899484459624,0.0652185694093543,0.0390716939535071
34,0.00657885403715921,0.0436973809942921,0.0700701165286971,0.0418656370396786
35,0.00737508928270477,0.0473048135426218,0.07492166364804,0.04465958012585
36,0.010622218531341,0.0549244614112878,0.0835977653691772,0.0495995129939643
37,0.0138693477799772,0.0625441092799539,0.0922738670903143,0.0545394458620786
38,0.0171164770286135,0.07016375714862,0.100949968811451,0.0594793787301929
39,0.0203636062772497,0.077783405017286,0.109626070532589,0.0644193115983071
40,0.023610735525886,0.0854030528859521,0.118302172253726,0.0693592444664214
41,0.0268578647745222,0.0930227007546182,0.126978273974863,0.0742991773345357
42,0.0301049940231584,0.100642348623284,0.135654375696,0.07923911020265
43,0.043151447464082,0.116323303354682,0.15121374915388,0.0879525144115571
44,0.0561979009050056,0.132004258086079,0.16677312261176,0.0966659186204643
45,0.0692443543459292,0.147685212817476,0.18233249606964,0.105379322829371
46,0.0822908077868527,0.163366167548874,0.19789186952752,0.114092727038279
47,0.0953372612277763,0.179047122280271,0.2134512429854,0.122806131247186
48,0.1083837146687,0.194728077011668,0.22901061644328,0.131519535456093
49,0.121430168109623,0.210409031743066,0.24456998990116,0.140232939665
50,0.170823515221881,0.241016870711275,0.271451184367464,0.1549568173692
51,0.220216862334139,0.271624709679484,0.298332378833769,0.1696806950734
52,0.269610209446397,0.302232548647694,0.325213573300073,0.1844045727776
53,0.319003556558655,0.332840387615903,0.352094767766377,0.1991284504818
54,0.368396903670913,0.363448226584112,0.378975962232681,0.213852328186
55,0.417790250783171,0.394056065552322,0.405857156698986,0.2285762058902
56,0.467183597895429,0.424663904520531,0.43273835116529,0.2433000835944
57,0.617127393617312,0.478406196345991,0.477579918138719,0.267784754436
58,0.767071189339196,0.532148488171452,0.522421485112147,0.2922694252776
59,0.917014985061079,0.585890779996912,0.567263052085576,0.3167540961192
60,1.06695878078296,0.639633071822372,0.612104619059004,0.3412387669608
61,1.21690257650485,0.693375363647832,0.656946186032433,0.3657234378024
62,1.36684637222673,0.747117655473293,0.701787753005861,0.390208108644
63,1.51679016794861,0.800859947298753,0.74662931997929,0.4146927794856
64,1.75077261566032,0.878579094978931,0.81570030970934,0.453110810751457
65,1.98475506337203,0.956298242659109,0.88477129943939,0.491528842017314
66,2.21873751108374,1.03401739033929,0.95384228916944,0.529946873283171
67,2.45271995879545,1.11173653801947,1.02291327889949,0.568364904549029
68,2.68670240650716,1.18945568569964,1.09198426862954,0.606782935814886
69,2.92068485421887,1.26717483337982,1.16105525835959,0.645200967080743
70,3.15466730193058,1.34489398106,1.23012624808964,0.6836189983466
71,3.23549244972464,1.42706814770574,1.32459865093399,0.738722205089921
72,3.3163175975187,1.50924231435148,1.41907105377834,0.793825411833243
73,3.39714274531276,1.59141648099723,1.51354345662269,0.848928618576564
74,3.47796789310682,1.67359064764297,1.60801585946704,0.904031825319886
75,3.55879304090088,1.75576481428871,1.70248826231139,0.959135032063207
76,3.63961818869494,1.83793898093445,1.79696066515574,1.01423823880653
77,3.720443336489,1.92011314758019,1.89143306800009,1.06934144554985
78,3.720443336489,1.97688931712991,1.99782846243809,1.1380857314465
79,3.720443336489,2.03366548667963,2.10422385687609,1.20683001734315
80,3.720443336489,2.09044165622934,2.21061925131409,1.2755743032398
81,3.720443336489,2.14721782577906,2.31701464575209,1.34431858913645
82,3.720443336489,2.20399399532878,2.42341004019009,1.4130628750331
83,3.720443336489,2.26077016487849,2.52980543462809,1.48180716092975
84,3.720443336489,2.31754633442821,2.63620082906609,1.5505514468264
85,3.720443336489,2.34153182988631,2.7267199240937,1.619241794175
86,3.720443336489,2.36551732534441,2.81723901912131,1.6879321415236
87,3.720443336489,2.38950282080251,2.90775811414892,1.7566224888722
88,3.720443336489,2.41348831626061,2.99827720917653,1.8253128362208
89,3.720443336489,2.43747381171871,3.08879630420414,1.8940031835694
90,3.720443336489,2.46145930717681,3.17931539923175,1.962693530918
91,3.720443336489,2.48544480263491,3.26983449425936,2.0313838782666
92,3.720443336489,2.4910434588538,3.32121475887722,2.08108600807217
93,3.720443336489,2.49664211507268,3.37259502349507,2.13078813787774
94,3.720443336489,2.50224077129157,3.42397528811293,2.18049026768331
95,3.720443336489,2.50783942751045,3.47535555273079,2.23019239748889
96,3.720443336489,2.51343808372934,3.52673581734865,2.27989452729446
97,3.720443336489,2.51903673994822,3.5781160819665,2.32959665710003
98,3.720443336489,2.52463539616711,3.62949634658436,2.3792987869056
99,3.720443336489,2.52487437703229,3.64248877371359,2.39944345088975
100,3.720443336489,2.52511335789748,3.65548120084283,2.4195881148739
101,3.720443336489,2.52535233876266,3.66847362797206,2.43973277885805
102,3.720443336489,2.52559131962785,3.6814660551013,2.4598774428422
103,3.720443336489,2.52583030049303,3.69445848223053,2.48002210682635
104,3.720443336489,2.52606928135822,3.70745090935977,2.5001667708105
105,3.720443336489,2.5263082622234,3.720443336489,2.52031143479465
106,3.720443336489,2.5263082622234,3.720443336489,2.52116812442733
107,3.720443336489,2.5263082622234,3.720443336489,2.52202481406001
108,3.720443336489,2.5263082622234,3.720443336489,2.52288150369269
109,3.720443336489,2.5263082622234,3.720443336489,2.52373819332536
110,3.720443336489,2.5263082622234,3.720443336489,2.52459488295804
111,3.720443336489,2.5263082622234,3.720443336489,2.52545157259072
112,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
113,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
114,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
115,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
116,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
117,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
118,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
119,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
120,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
121,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
122,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
123,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
124,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
125,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
126,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
127,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
128,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
129,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
130,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
131,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
132,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
133,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
134,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
135,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
136,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
137,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
138,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
139,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
140,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
141,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
142,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
143,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
144,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
145,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
146,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
147,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
148,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
149,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
150,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
151,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
152,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
153,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
154,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
155,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
156,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
157,3.720443336489,2.5263082622234,3.720443336489,2.5263082622234
