beta_C,beta_O,"C_thres,C","C_thres,O",DS_W,"k_C,S","k_d,C","k_d,O",K_L,"k_O,S","k_r,C","k_r,O","m_max,C","m_max,O",p_L,JS_s,JL_l,r_a,r_b,ro_B,"u_max,C","u_max,O","v_max,L",Y,Y_C,Y_O,"q_wr,a",theta,CSS_max,k_sorp,CL_init,CS_init
0.00031681,0.014252016,0.214178697,0.185072391,0.279706695,1.824193721,1.627368003,0.203025737,1.146145902,3.944602971,17.86334535,0.873369586,0.002059827,0.000162286,0.017447309,0.010849266,0.128416087,0.00160129,2.286843974,1.285156994,0.152546969,0.011456569,0.001274529,0.141485459,0.160926246,0.659150058,0.000134734,0.281071344,0.030059537,0.19468195,7.161932643,0.075700011
0.000241268,0.428543447,0.188659646,0.131089922,0.618745196,10.03028124,1.854642953,0.089099534,0.004716303,186.0659324,12.24266754,0.239533162,0.004092836,0.000137614,0.015016107,0.036232384,0.001362144,0.08648606,9.784314409,1.338756031,0.715823755,0.017929147,0.00530758,0.055652817,0.031879483,0.454589832,0.110075837,0.299644982,0.455001554,0.192370354,7.561081337,0.044758173
0.026283282,0.210914541,0.115257255,0.107608378,1.552398353,16.45503367,4.95777903,0.144584583,0.000637495,427.8034542,7.278874661,0.617118075,0.02112447,0.002004355,0.674569102,0.009247649,0.019346485,0.004265365,3.459562582,1.374471449,0.829167292,0.01116726,0.524092018,0.146342708,0.170205078,0.377233225,0.056298815,0.31595744,0.080799351,0.191041153,9.279171689,0.056842053
0.000438271,0.066828486,0.121849223,0.10751318,0.019644479,69.42621924,0.673417164,1.568603864,0.00022712,168.9587385,6.639955625,4.631893101,0.008549787,0.002661621,0.090951872,0.00425833,0.281315713,0.002759173,9.502969531,1.451593123,0.224718767,0.124687014,0.028738512,0.854879397,0.05524347,0.416888927,1.98E-05,0.316835743,1.620564394,0.190164621,7.117436433,0.022538685
0.002504323,0.099668843,0.24204779,0.242014493,0.074141076,2.570053463,0.429559341,5.902896627,0.000737825,172.8681516,25.81028992,24.4205959,0.019268926,0.010323197,0.089974293,0.052793249,0.084394168,0.041296595,5.624202406,1.126167397,0.233074049,0.01514414,0.143902384,0.290263535,0.014568381,0.593475416,3.62E-05,0.314028687,1.493195796,0.188325758,9.62783298,0.00693824
0.013426454,0.086647508,0.111252645,0.047009006,1.763916097,33.96884187,0.484770554,10.99634048,0.007914641,371.8465668,28.01644975,23.79063107,0.004529565,0.002597634,0.376641994,0.00218061,0.004843568,0.001286239,9.190319859,1.428684221,0.328262974,0.05619301,0.011273975,0.12402905,0.105736398,0.217401672,0.019997661,0.294282494,0.630509766,0.188120719,8.669642624,0.02576719
0.023156369,0.368831254,0.258659223,0.257017055,0.013744923,1.71516078,0.470894593,0.08962797,0.045788518,62.95306144,5.111344718,0.223483043,0.026204586,0.000868207,0.020252646,0.015101282,0.006639411,0.003169366,8.069880832,1.39628443,0.167599789,0.013025092,0.9142232,0.256554388,0.135766507,0.560871489,0.006934537,0.315123234,0.045007114,0.186984892,9.980713195,0.061250415
0.000356657,0.109421516,0.203684861,0.130079767,0.089245903,3.24607737,26.63497683,1.725790372,0.014137271,98.62460451,93.60372382,30.34291661,0.029350985,0.001581459,0.038269343,0.002164585,0.010770648,0.066689223,7.384656663,1.25558164,5.88000728,0.024011003,0.01915333,0.582229609,0.157709408,0.449400655,0.721900481,0.297183172,0.036840059,0.186698626,9.974055265,0.002487101
0.003653818,0.01977365,0.063514144,0.048933684,0.411426411,60.71563273,2.397988435,0.330619442,0.194444528,232.6969324,2.957432393,14.08092727,0.127340402,0.000134584,0.049937098,0.042439905,0.001859402,0.034928784,8.553178464,1.291562458,1.674191385,0.018189385,0.199421378,0.905483639,0.015504596,0.381695108,1.471740763,0.298617609,0.770762928,0.186578651,10.09775535,0.020956463
0.029965748,0.017591111,0.165784374,0.05678504,0.031679053,46.79982839,0.77591128,4.545029927,0.533523887,170.5845644,32.14380338,22.35994395,0.009040057,0.000236715,0.012295164,0.001306339,0.014856949,0.011492955,3.643933682,1.081978379,0.128752189,0.010675262,0.010953771,0.202519114,0.052637456,0.065003932,0.004425059,0.284792744,1.128201993,0.185012349,7.515897325,0.032183813
0.000215809,0.179040286,0.077958573,0.069090756,1.281385587,17.34738498,2.197943584,2.537551017,0.066676926,145.3410523,10.69379022,66.0268032,0.008545216,0.000128229,0.080830772,0.059316342,0.010872311,0.00344108,7.08039404,1.178035251,0.220126244,0.011422037,0.001497677,0.365392685,0.013533353,0.971762547,7.464392871,0.304187517,0.891916538,0.184999168,10.02265218,0.041953306
0.000615524,0.17430427,0.257256747,0.228020113,0.830560094,14.43289612,1.066874225,0.480019525,0.000183959,273.4997222,23.49094659,28.95918645,0.003648291,0.000166418,0.019290013,0.088004814,0.002258282,0.021882866,3.202705658,1.560922784,0.588986967,0.029301345,0.012066023,0.013615774,0.090439267,0.65175707,0.003551952,0.285657023,0.833816629,0.184872293,9.115887832,0.072310215
0.000201356,0.018979015,0.089504608,0.057059776,0.506881035,44.35630334,0.259487371,0.063908675,0.001855426,232.4923786,20.08194568,0.797067915,0.065400387,0.024506029,0.054173136,0.002914498,0.001900962,0.008021882,7.578348462,1.077565669,0.112959347,0.033883082,0.003196888,0.483968814,0.151260628,0.521374149,0.826232447,0.280109996,1.395226605,0.184455472,12.02753014,0.027521771
0.00012189,0.188023848,0.263947239,0.063689754,0.077896837,1.461585662,0.343435408,3.043780447,0.000140995,2.612320755,79.65369236,17.93167677,0.000262941,0.000124047,0.548563681,0.011590711,0.006757875,0.006650447,2.98549699,1.3836934,0.251982676,0.016577094,0.065761671,0.012658326,0.091411665,0.387295521,0.001079766,0.294728218,0.13952754,0.184242156,7.485603944,0.037381482
0.012635281,0.463324482,0.050081085,0.034571524,0.672259303,25.8878295,10.580145,0.274087001,4.788113327,157.7061471,29.92505192,1.3110736,0.000158545,0.000140013,0.257815969,0.008591574,0.037699705,0.032984231,1.246068884,1.316644231,0.749536158,0.011640317,0.120222924,0.463614106,0.129681675,0.765558323,0.00062657,0.316404807,1.090220809,0.182906864,7.366108033,0.016859681
0.902088144,0.083173809,0.089063519,0.072185522,0.848238791,9.357594234,0.241905773,11.78055896,0.736286385,224.4937312,28.07640578,19.34361097,0.000171279,0.000163074,0.056637146,0.006902016,0.010967254,0.071441205,1.724489722,1.429918908,0.119682856,0.020652805,0.016992328,0.883554763,0.214680219,0.469898423,0.00303044,0.287366021,0.242482561,0.182758669,10.83207867,0.018386601
0.003652378,0.012516847,0.22997781,0.138900893,0.304941343,18.76339571,1.446074431,4.520163706,0.030387027,381.8707314,33.49473451,45.67584863,0.019435632,0.017735482,0.4415672,0.003711201,0.037501471,0.001067089,1.864720065,1.345405613,0.288853253,0.011163646,0.003138863,0.238864072,0.380677075,0.392055918,0.523814897,0.287683429,0.050919639,0.182292377,7.772489062,0.071490022
